name,location,date,time,description,link,embedded
IL West Suburban Cook County: Help solve America's pollution problem,"5115 Clark St, Rogers Park, Chicago, IL",12/25/2023,10:00 AM,Volunteer with Citizens' Climate Lobby to help address pollution issues in the community.,https://www.volunteermatch.org/search/opp3594596.jsp,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Associate Board,"568 State St, Wicker Park, Chicago, IL",1/15/2024,2:00 PM,Join Haymarket Center's Associate Board to contribute to their mission.,https://www.volunteermatch.org/search/opp3576792.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Community Outreach Team Needed!,"7399 State St, Rogers Park, Chicago, IL",2/1/2024,11:00 AM,Volunteer with The Rise Foundation for community outreach activities.,https://www.volunteermatch.org/search/opp3472353.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Volunteer (Greeter and/or Docent),"8457 Wabash Ave, Lakeview, Chicago, IL",3/10/2024,9:00 AM,Assist as a greeter or docent at the Ernest Hemingway Foundation of Oak Park.,https://www.volunteermatch.org/search/opp3415266.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Make a Difference for Persons with Disabilities,"2478 State St, Wicker Park, Chicago, IL",4/5/2024,1:00 PM,Become a Human Rights Authority Member with Illinois Guardianship and Advocacy Commission.,https://www.volunteermatch.org/search/opp3387282.jsp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Host an exchange student!,"8533 Western Ave, Wicker Park, Chicago, IL",5/20/2024,3:00 PM,Host exchange students with AnB Education.,https://www.volunteermatch.org/search/opp3386631.jsp,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Volunteers Needed for Outreach Events,"6712 State St, Englewood, Chicago, IL",6/1/2024,10:00 AM,Help PREACHERHEAD MINISTRIES INC with outreach events for the homeless.,https://www.volunteermatch.org/search/opp3386052.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Illinois Host Families for Exchange Students,"5349 Michigan Ave, Wicker Park, Chicago, IL",7/15/2024,2:00 PM,Host international exchange students with International Cultural Exchange Services.,https://www.volunteermatch.org/search/opp3377656.jsp,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Tutor in-person with Adult Literacy program,"8604 Clark St, Wicker Park, Chicago, IL",8/10/2024,11:00 AM,Assist adult learners with reading skills at Lester and Rosalie Anixter Center.,https://www.volunteermatch.org/search/opp3318422.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Foster Coordinator,"4411 Pulaski Rd, Wicker Park, Chicago, IL",9/5/2024,9:00 AM,Help ALIVE Rescue with foster coordination duties.,https://www.volunteermatch.org/search/opp3309867.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Community Service Program Chair,"9076 Clark St, Rogers Park, Chicago, IL",12/25/2023,10:00 AM,Join NAAAP-Chicago as a Community Service Program Chair to lead impactful initiatives in the Chicago area.,https://www.volunteermatch.org/search/opp2444769.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Inpatient Hospice Center Volunteers,"3696 Ashland Ave, Lakeview, Chicago, IL",12/20/2023,2:00 PM,Volunteer at MacNeal Hospital to support hospice patients with companionship and care.,https://www.volunteermatch.org/search/opp2301861.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Adoption Coordinator,"857 Western Ave, West Town, Chicago, IL",12/15/2023,11:00 AM,Assist ALIVE Rescue in coordinating pet adoptions and supporting animal welfare efforts.,https://www.volunteermatch.org/search/opp2281085.jsp,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Therapy Dog Volunteer,"4579 Clark St, Lakeview, Chicago, IL",12/18/2023,3:00 PM,Bring joy to patients with your certified therapy dog at Paws for Patients.,https://www.volunteermatch.org/search/opp2171871.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
Hospice Patient Companionship,"2104 Ashland Ave, Uptown, Chicago, IL",12/22/2023,1:00 PM,Provide companionship to hospice patients in the South Side of Chicago.,https://www.volunteermatch.org/search/opp2038116.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Hospital Magician Volunteer,"4498 Ashland Ave, Lakeview, Chicago, IL",12/20/2023,4:00 PM,Bring laughter and joy to sick children at Comer Children's Hospital.,https://www.volunteermatch.org/search/opp1124363.jsp,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Climate Advocacy Volunteer,"5781 Pulaski Rd, Lakeview, Chicago, IL",12/14/2023,5:00 PM,Join Citizens' Climate Lobby to help address pollution problems in America.,https://www.volunteermatch.org/search/opp675339.jsp,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Mentorship Program Volunteer,"2986 Wabash Ave, Lakeview, Chicago, IL",12/19/2023,6:00 PM,Mentor and support children through the Big Shoulders Fund Mentors program.,https://www.volunteermatch.org/search/opp219902.jsp,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Crisis Counselor Volunteer,"3501 Ashland Ave, Lakeview, Chicago, IL",12/21/2023,7:00 PM,Support survivors of sexual assault as a volunteer with Resilience.,https://www.volunteermatch.org/search/opp184541.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
English Tutoring Volunteer,"6239 Pulaski Rd, Lakeview, Chicago, IL",12/16/2023,9:00 AM,Help Chinese-speaking individuals improve their English skills.,https://www.volunteermatch.org/search/opp112923.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Reading Nourishes the Imagination of a Hospice Patient,"2845 Michigan Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteers needed to read to hospice patients, providing comfort and stimulation through literature.",https://www.volunteermatch.org/search/opp3925759.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Make a ""Dog-Gone"" Difference in a Hospice Patient's Life","7105 Michigan Ave, Lakeview, Chicago, IL",12/26/2023,2:00 PM,"Volunteers with dogs needed to visit hospice patients, providing companionship and joy.",https://www.volunteermatch.org/search/opp3925734.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Provide Friendly Visits to Hospice Patients and their Families,"4434 Ashland Ave, Lakeview, Chicago, IL",12/27/2023,11:00 AM,Volunteers needed to provide companionship and support to hospice patients and their families.,https://www.volunteermatch.org/search/opp3925669.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Hospice Volunteers Needed!,"9153 Clark St, Lakeview, Chicago, IL",12/28/2023,3:00 PM,Volunteers needed to support hospice patients through various activities and companionship.,https://www.volunteermatch.org/search/opp3925351.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Project Director - Chicago IL,"2834 Western Ave, Rogers Park, Chicago, IL",12/29/2023,9:00 AM,Project Director needed to oversee and manage community enrichment and education programs.,https://www.volunteermatch.org/search/opp3925343.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Project Coordinator - Chicago IL,"7216 State St, Rogers Park, Chicago, IL",12/30/2023,1:00 PM,Project Coordinator needed to assist in managing community enrichment and education programs.,https://www.volunteermatch.org/search/opp3925342.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
Committee Coordinator/Member - Chicago IL,"9269 Western Ave, Rogers Park, Chicago, IL",12/31/2023,10:00 AM,Volunteers needed to serve on committees supporting community enrichment and education programs.,https://www.volunteermatch.org/search/opp3925341.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Volunteer Manager - Chicago IL,"1582 Pulaski Rd, Lakeview, Chicago, IL",1/1/2024,11:00 AM,Volunteer Manager needed to coordinate and manage volunteer activities and programs.,https://www.volunteermatch.org/search/opp3925339.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Senior Manager - Chicago IL,"8640 Ashland Ave, Rogers Park, Chicago, IL",1/2/2024,2:00 PM,Senior Manager needed to oversee programs and operations related to community enrichment and education.,https://www.volunteermatch.org/search/opp3925338.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
Homelessness Volunteer - Chicago IL,"4151 Ashland Ave, Englewood, Chicago, IL",1/3/2024,3:00 PM,Volunteers needed to support homelessness initiatives through outreach and support services.,https://www.volunteermatch.org/search/opp3925335.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Education and Wellness Mentoring Volunteer - Chicago IL,"1785 Halsted St, Lakeview, Chicago, IL",1/4/2024,4:00 PM,Volunteers needed to mentor and support individuals in education and wellness programs.,https://www.volunteermatch.org/search/opp3925334.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Stitch a Memory Bear. Create a Forever Friend.,"5737 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteers needed to stitch memory bears for hospice patients, creating a forever friend to bring comfort and joy.",https://www.volunteermatch.org/search/opp3924988.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
A Volunteer Visit Can Make a Difference in the Lives of Others,"2230 Ashland Ave, Lakeview, Chicago, IL",12/26/2023,2:00 PM,"Volunteers needed to visit hospice patients, bringing comfort and joy to those in need.",https://www.volunteermatch.org/search/opp3924964.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Bring Music into the Life of a Hospice Patient,"1223 Halsted St, Lincoln Park, Chicago, IL",12/27/2023,11:00 AM,"Volunteers needed to bring music into the life of hospice patients, providing comfort and joy.",https://www.volunteermatch.org/search/opp3924939.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Bring Comfort and Joy: Become a VITAS Pampering Volunteer,"2723 State St, Lakeview, Chicago, IL",12/28/2023,3:00 PM,"Volunteers needed to provide pampering services to hospice patients, bringing comfort and joy.",https://www.volunteermatch.org/search/opp3924889.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Recruiting students interested in Medicine, Nursing or Allied Health to Volunteer with Hospice","8702 Clark St, West Loop, Chicago, IL",12/20/2023,2:00 PM,"Gentiva Hospice seeks students in medicine, nursing, or allied health to volunteer. Gain experience while providing compassionate care to hospice patients.",https://www.volunteermatch.org/search/opp3924835.jsp,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
Practice self-care by becoming a Hospice Volunteer,"7258 Pulaski Rd, Lakeview, Chicago, IL",12/15/2023,11:00 AM,Volunteer with Gentiva Hospice to practice self-care while supporting patients and their families. Engage in meaningful activities that bring joy and comfort.,https://www.volunteermatch.org/search/opp3924797.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Bring the joy of music at the end of someone's life!,"5036 Clark St, Lincoln Park, Chicago, IL",12/18/2023,3:00 PM,Three Oaks Hospice seeks musicians to bring joy through music to patients at the end of life. Share your talent and provide comfort.,https://www.volunteermatch.org/search/opp3924713.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Pet therapy volunteers wanted for hospice patients!,"1010 Michigan Ave, Lakeview, Chicago, IL",12/22/2023,4:00 PM,"Three Oaks Hospice needs pet therapy volunteers to bring comfort to hospice patients. If you and your pet can provide affection and joy, apply now.",https://www.volunteermatch.org/search/opp3924148.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
"Project Director - Gary, IN","2948 Western Ave, Bronzeville, Chicago, IL",3/15/2024,10:00 AM,"Bright Mind Enrichment and Schooling is seeking a Project Director to oversee educational initiatives in Gary, IN. This role involves managing programs aimed at enhancing educational opportunities for local youth.",https://www.volunteermatch.org/search/opp3922575.jsp,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]"
"Committee Coordinator/Member - Gary, IN","8941 State St, Wicker Park, Chicago, IL",3/16/2024,2:00 PM,"Join Bright Mind Enrichment and Schooling as a Committee Coordinator/Member to support educational initiatives in Gary, IN. This role involves coordinating committee activities and events.",https://www.volunteermatch.org/search/opp3922574.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"Volunteer Manager - Gary, IN","5403 Halsted St, Lakeview, Chicago, IL",3/17/2024,11:00 AM,"Bright Mind Enrichment and Schooling seeks a Volunteer Manager to oversee volunteer activities in Gary, IN. This role involves managing volunteer schedules and coordinating events.",https://www.volunteermatch.org/search/opp3922573.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Senior Manager - Gary, IN","347 Michigan Ave, Wicker Park, Chicago, IL",3/18/2024,9:00 AM,"Bright Mind Enrichment and Schooling is seeking a Senior Manager to oversee senior-level initiatives in Gary, IN. This role involves managing programs and staff to achieve organizational goals.",https://www.volunteermatch.org/search/opp3922572.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Project Coordinator - Gary, IN","6836 Western Ave, Wicker Park, Chicago, IL",3/19/2024,1:00 PM,"Join Bright Mind Enrichment and Schooling as a Project Coordinator to support educational projects in Gary, IN. This role involves coordinating project activities and timelines.",https://www.volunteermatch.org/search/opp3922571.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"Education and Wellness Mentoring Volunteer - Gary, IN","444 Western Ave, Bronzeville, Chicago, IL",3/20/2024,3:00 PM,"Bright Mind Enrichment and Schooling seeks volunteers to mentor youth in education and wellness in Gary, IN. This role involves providing guidance and support to local students.",https://www.volunteermatch.org/search/opp3922568.jsp,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
"Homelessness Volunteer - Gary, IN","6500 Wabash Ave, Englewood, Chicago, IL",3/21/2024,4:00 PM,"Bright Mind Enrichment and Schooling is seeking volunteers to support homelessness initiatives in Gary, IN. This role involves providing assistance to individuals in need.",https://www.volunteermatch.org/search/opp3922564.jsp,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Busse Woods Cleanup,"2645 Wabash Ave, Rogers Park, Chicago, IL",3/22/2024,10:00 AM,Join the cleanup effort at Busse Woods with Clean Up - Give Back Org. This event focuses on environmental conservation and community engagement.,https://www.volunteermatch.org/search/opp3922496.jsp,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
Hospice Volunteer Visit,"3265 Clark St, West Loop, Chicago, IL",3/23/2024,11:00 AM,VITAS Healthcare of Chicagoland South seeks volunteers to provide companionship and support to facility patients. This role involves offering emotional support and pampering services.,https://www.volunteermatch.org/search/opp3922490.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Hospice Volunteer,"6662 Michigan Ave, West Loop, Chicago, IL",3/24/2024,2:00 PM,"First Health Hospice, LLC is seeking volunteers to support hospice care in Oakbrook, IL. This role involves providing companionship and assistance to patients in need.",https://www.volunteermatch.org/search/opp3922358.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Professional Photography Support,"7685 Ashland Ave, Wicker Park, Chicago, IL",3/25/2024,9:00 AM,"Higher Orbits Foundation seeks photography support for an event in Glenview, IL. This role involves capturing event highlights and providing professional photography services.",https://www.volunteermatch.org/search/opp3922095.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Hospice Volunteers Wanted!,"1532 Halsted St, Lakeview, Chicago, IL",3/26/2024,1:00 PM,Three Oaks Hospice seeks volunteers to support hospice care in the Orland Park area. This role involves providing companionship and assistance to patients in need.,https://www.volunteermatch.org/search/opp3921589.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
"Project Director - Chicago, IL","1854 Ashland Ave, Bronzeville, Chicago, IL",3/27/2024,3:00 PM,"Bright Mind Enrichment and Schooling seeks a Project Director to oversee educational initiatives in Chicago, IL. This role involves managing programs aimed at enhancing educational opportunities for local youth.",https://www.volunteermatch.org/search/opp3921070.jsp,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]"
"Project Coordinator - Chicago, IL","2029 Pulaski Rd, Wicker Park, Chicago, IL",3/28/2024,4:00 PM,"Join Bright Mind Enrichment and Schooling as a Project Coordinator to support educational projects in Chicago, IL. This role involves coordinating project activities and timelines.",https://www.volunteermatch.org/search/opp3921068.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"Committee Coordinator/Member - Chicago, IL","6528 Wabash Ave, Wicker Park, Chicago, IL",3/29/2024,10:00 AM,"Bright Mind Enrichment and Schooling seeks a Committee Coordinator/Member to support educational initiatives in Chicago, IL. This role involves coordinating committee activities and events.",https://www.volunteermatch.org/search/opp3921066.jsp,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"Volunteer Manager - Chicago, IL","4920 Halsted St, Lakeview, Chicago, IL",3/30/2024,11:00 AM,"Bright Mind Enrichment and Schooling seeks a Volunteer Manager to oversee volunteer activities in Chicago, IL. This role involves managing volunteer schedules and coordinating events.",https://www.volunteermatch.org/search/opp3921061.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Senior Manager - Chicago, IL","3477 Michigan Ave, Wicker Park, Chicago, IL",3/31/2024,2:00 PM,"Bright Mind Enrichment and Schooling is seeking a Senior Manager to oversee senior-level initiatives in Chicago, IL. This role involves managing programs and staff to achieve organizational goals.",https://www.volunteermatch.org/search/opp3921051.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Homelessness Volunteer - Chicago, IL","1207 Western Ave, Englewood, Chicago, IL",4/1/2024,9:00 AM,"Bright Mind Enrichment and Schooling is seeking volunteers to support homelessness initiatives in Chicago, IL. This role involves providing assistance to individuals in need.",https://www.volunteermatch.org/search/opp3921047.jsp,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Education and Wellness Mentoring Volunteer - Chicago, IL","3634 Michigan Ave, Bronzeville, Chicago, IL",4/2/2024,1:00 PM,"Bright Mind Enrichment and Schooling seeks volunteers to mentor youth in education and wellness in Chicago, IL. This role involves providing guidance and support to local students.",https://www.volunteermatch.org/search/opp3921044.jsp,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
Donation Sorter/Organizer,"3020 Halsted St, Lakeview, Chicago, IL",4/3/2024,3:00 PM,"Northwest Compass, Inc. seeks volunteers to help sort and organize donations in Mount Prospect, IL. This role involves managing donation inventory and ensuring efficient distribution.",https://www.volunteermatch.org/search/opp3920452.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Office/Cafe Assistant Urgently Needed at Meals on Wheels in Proviso Township,"7461 Clark St, Logan Square, Chicago, IL",3/20/2024,10:00 AM,"Assist with daily operations at the Meals on Wheels office and cafe. Help with administrative tasks, food preparation, and providing support to staff and clients.",https://www.volunteermatch.org/search/opp3919806.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Bilingual Benefits and SHiP Counselor Volunteer,"6260 Pulaski Rd, Lakeview, Chicago, IL",3/21/2024,2:00 PM,Provide counseling services to seniors and individuals in need. Bilingual skills are required to assist with benefits and SHiP programs.,https://www.volunteermatch.org/search/opp3918752.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
Hospice Volunteers Needed,"5807 Michigan Ave, Lakeview, Chicago, IL",3/22/2024,11:00 AM,"Provide emotional and practical support to hospice patients and their families. Opportunities include companionship, administrative support, and more.",https://www.volunteermatch.org/search/opp3918126.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Marketing and Admin Volunteer,"2476 Pulaski Rd, Lakeview, Chicago, IL",3/23/2024,9:00 AM,"Assist with marketing efforts and administrative tasks to support the organization's mission. Help with campaigns, social media, and office duties.",https://www.volunteermatch.org/search/opp3917539.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Join Our Hospice Volunteer Team: Make a Difference in Your Community,"8762 Michigan Ave, Rogers Park, Chicago, IL",3/24/2024,1:00 PM,"Join the hospice volunteer team to provide support to patients and families. Opportunities include companionship, administrative tasks, and special projects.",https://www.volunteermatch.org/search/opp3911357.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
No Sew Fleece Blankets for Senior Hospice Patients,"9245 State St, Uptown, Chicago, IL",3/25/2024,3:00 PM,Create no-sew fleece blankets for senior hospice patients. This is a fun and meaningful way to provide comfort and warmth to those in need.,https://www.volunteermatch.org/search/opp3911275.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Serve-Sewa Chicago - Earth Month- Conservation of Our Lakes and Ecosystems,"9432 Western Ave, Pilsen, Chicago, IL",3/26/2024,10:00 AM,Participate in conservation efforts for our lakes and ecosystems. Join Sewa International Chicago Chapter for Earth Month activities.,https://www.volunteermatch.org/search/opp3911181.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"Send Cards/Letters to Patients - Palos Heights, IL","1498 Halsted St, Uptown, Chicago, IL",3/27/2024,4:00 PM,Brighten the day of hospice patients by sending cards or letters. Your kind words can bring comfort and joy to those in need.,https://www.volunteermatch.org/search/opp3910889.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Send Cards/Letters to Patients - Lombard, IL","4668 Halsted St, Uptown, Chicago, IL",3/28/2024,5:00 PM,Send cards or letters to hospice patients in Lombard. Your thoughtful gestures can make a significant difference in their lives.,https://www.volunteermatch.org/search/opp3910884.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Hospice Administrative Volunteer - Lombard, IL","7204 Clark St, Lakeview, Chicago, IL",3/29/2024,6:00 PM,"Assist with administrative tasks at the hospice office in Lombard. Help with filing, data entry, and other office duties.",https://www.volunteermatch.org/search/opp3910881.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Commercial Garage Door Repair,"5002 Clark St, Rogers Park, Chicago, IL",3/21/2024,2:00 PM,Assist with commercial garage door repair efforts in the Wood Dale area. Help maintain community infrastructure.,https://www.volunteermatch.org/search/opp3825447.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Special Olympics Spring Games,"7002 Wabash Ave, Lakeview, Chicago, IL",3/23/2024,9:00 AM,Volunteer at the Special Olympics Spring Games in Mount Prospect. Support athletes and help organize events.,https://www.volunteermatch.org/search/opp3652970.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Food Pantry Distribution,"903 Western Ave, Logan Square, Chicago, IL",3/24/2024,1:00 PM,Help distribute food at the Northwest Compass food pantry in Mount Prospect. Assist with organizing and handing out supplies.,https://www.volunteermatch.org/search/opp3642441.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Meals on Wheels Delivery Drivers,"8239 Ashland Ave, Wicker Park, Chicago, IL",3/25/2024,10:30 AM,Deliver meals to seniors and individuals in need in Elk Grove Village. Ensure timely and safe delivery of meals.,https://www.volunteermatch.org/search/opp3579371.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Become a COMPANION/SUPPORT Volunteer for Hospice Patients,"1786 Clark St, Lakeview, Chicago, IL",3/26/2024,3:00 PM,Provide companionship and support to hospice patients in Oak Brook. Offer emotional comfort and assistance with daily activities.,https://www.volunteermatch.org/search/opp3529182.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
MUSIC ENTERTAINMENT Volunteer for Hospice Patients,"6634 Ashland Ave, Lincoln Park, Chicago, IL",3/27/2024,4:00 PM,Provide musical entertainment for hospice patients in Oak Brook. Share your musical talents to bring joy and comfort.,https://www.volunteermatch.org/search/opp3529179.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
VETERAN-TO-VETERAN Hospice Volunteer,"9493 Western Ave, Lakeview, Chicago, IL",3/28/2024,10:00 AM,Support veteran hospice patients in Oak Brook through companionship and shared experiences. Honor their service with your time.,https://www.volunteermatch.org/search/opp3529178.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
COMPANION/SUPPORT Volunteer for Hospice Patients,"7308 Clark St, Lakeview, Chicago, IL",12/25/2023,2:00 PM,"Provide companionship and support to hospice patients, offering emotional comfort and assistance with daily activities.",https://www.volunteermatch.org/search/opp3425348.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Hospice Volunteers Wanted! - Tinley Park Area,"6539 Clark St, Lakeview, Chicago, IL",12/26/2023,11:00 AM,Volunteer opportunities available in the Tinley Park area to support hospice patients with various needs.,https://www.volunteermatch.org/search/opp3408658.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Be a Food Rescuer: Fight Food Waste and Food Insecurity,"3945 Halsted St, Logan Square, Chicago, IL",12/27/2023,9:00 AM,"Help rescue food donations and distribute them to those in need, fighting food waste and insecurity in Chicagoland.",https://www.volunteermatch.org/search/opp3385602.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Transport Food Donations to Our Pantry,"7518 Ashland Ave, Logan Square, Chicago, IL",12/28/2023,1:00 PM,"Assist in transporting food donations to the pantry, helping to feed the community and support those in need.",https://www.volunteermatch.org/search/opp3310996.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Let's Feed the Community!,"3920 Halsted St, Logan Square, Chicago, IL",12/29/2023,10:00 AM,Volunteer to help feed the community by assisting with food distribution and support services.,https://www.volunteermatch.org/search/opp3300636.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Sort Donations & Help Guests at our Clothing Store,"6422 Pulaski Rd, Rogers Park, Chicago, IL",12/30/2023,2:00 PM,"Volunteer to sort donations and assist guests at the clothing store, providing essential support to the community.",https://www.volunteermatch.org/search/opp3256465.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Bedside Pinning Ceremony for Veterans on Hospice,"9998 Wabash Ave, Pilsen, Chicago, IL",12/31/2023,3:00 PM,"Participate in a bedside pinning ceremony to honor veterans on hospice, providing comfort and recognition.",https://www.volunteermatch.org/search/opp3004331.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Cat Caretakers (cat & shelter care),"7901 Ashland Ave, West Town, Chicago, IL",1/1/2024,9:00 AM,"Volunteer to care for cats and maintain shelter facilities, helping animals in need.",https://www.volunteermatch.org/search/opp2815842.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Trail Management & Restoration,"7593 Wabash Ave, Rogers Park, Chicago, IL",1/2/2024,10:00 AM,"Volunteer to maintain and restore trails, preserving natural areas for community enjoyment.",https://www.volunteermatch.org/search/opp2124955.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Whihala Beach (Whiting, IN) Cleanup","5500 Michigan Ave, Wicker Park, Chicago, IL",9/13/2025,10:00 AM - 12:00 PM,Join Surfrider Chicago for a beach cleanup at Whihala Beach. Help maintain the beauty of our coastline by picking up trash and debris. This is a great opportunity to give back to the environment and enjoy the outdoors.,https://www.idealist.org/en/https:/x.gldn.io/e/lzka7msUYRb,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
